month,day,hour,second,boiler,solar_thermal_pump,washing_machine,dishwasher,tv,kitchen_lights,htpc,kettle,toaster,fridge,microwave,breadmaker,amp_livingroom,adsl_router,livingroom_s_lamp,kitchen_dt_lamp,bedroom_ds_lamp,lighting_circuit,livingroom_s_lamp2,iPad_charger,subwoofer_livingroom,livingroom_lamp_tv,kitchen_lamp2,kitchen_phone_stereo,utilityrm_lamp,samsung_charger,bedroom_d_lamp,coffee_machine,kitchen_radio,bedroom_chargers,gas_oven,data_logger_pc,childs_table_lamp,childs_ds_lamp,baby_monitor_tx,battery_charger,office_lamp1,office_lamp2,totalConsumption
1,6,0,34,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,3,14,0,0,0,0,0,0,214
1,6,0,40,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,2,3,14,0,0,0,0,0,0,215
1,6,0,46,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,2,3,14,0,0,0,0,0,0,215
1,6,0,52,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,2,3,14,0,0,0,0,0,0,217
1,6,0,58,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,1,0,0,5,0,0,0,0,1,2,3,14,0,0,0,0,0,0,213
1,6,0,5,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,1,0,0,4,0,0,0,0,1,2,3,14,0,0,0,0,0,0,213
1,6,0,11,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,2,3,14,0,0,0,0,0,0,214
1,6,0,17,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,3,3,14,0,0,0,0,0,0,212
1,6,0,23,57,0,0,0,1,0,2,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,3,14,0,0,0,0,0,0,217
1,6,0,30,56,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,2,3,14,0,0,0,0,0,0,216
1,6,0,35,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,3,14,0,0,0,0,0,0,221
1,6,0,42,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,2,3,14,0,0,0,0,0,0,214
1,6,0,48,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,3,14,0,0,0,0,0,0,215
1,6,0,54,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,2,3,14,0,0,0,0,0,0,214
1,6,0,0,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,2,3,14,0,0,0,0,0,0,215
1,6,0,7,57,0,0,0,1,0,2,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,3,14,0,0,0,0,0,0,217
1,6,0,13,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,3,14,0,0,0,0,0,0,214
1,6,0,19,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,1,3,14,0,0,0,0,0,0,214
1,6,0,25,57,0,0,0,1,0,2,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,3,14,0,0,0,0,0,0,212
1,6,0,31,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,3,14,0,0,0,0,0,0,211
1,6,0,38,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,0,1,1,1,3,14,0,0,0,0,0,0,213
1,6,0,44,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,1,0,0,5,0,0,0,1,1,1,3,14,0,0,0,0,0,0,212
1,6,0,50,56,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,1,3,14,0,0,0,0,0,0,212
1,6,0,56,57,0,0,0,1,0,2,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,3,14,0,0,0,0,0,0,215
1,6,0,15,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,3,14,0,0,0,0,0,0,211
1,6,0,21,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,1,3,14,0,0,0,0,0,0,212
1,6,0,27,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,14,0,0,0,0,0,0,211
1,6,0,33,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,3,14,0,0,0,0,0,0,211
1,6,0,39,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,3,14,0,0,0,0,0,0,212
1,6,0,46,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,3,14,0,0,0,0,0,0,207
1,6,0,52,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,3,14,0,0,0,0,0,0,212
1,6,0,58,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,3,13,0,0,0,0,0,0,211
1,6,0,4,58,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,3,13,0,0,0,0,0,0,210
1,6,0,10,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,0,1,1,0,3,14,0,0,0,0,0,0,211
1,6,0,17,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,3,13,0,0,0,0,0,0,213
1,6,0,23,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,0,3,13,0,0,0,0,0,0,215
1,6,0,29,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,0,3,13,0,0,0,0,0,0,211
1,6,0,35,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,3,13,0,0,0,0,0,0,207
1,6,0,41,58,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,3,13,0,0,0,0,0,0,208
1,6,0,48,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,3,14,0,0,0,0,0,0,206
1,6,0,54,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,3,14,0,0,0,0,0,0,211
1,6,0,0,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,3,13,0,0,0,0,0,0,210
1,6,0,6,58,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,13,0,0,0,0,0,0,208
1,6,0,12,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,3,13,0,0,0,0,0,0,213
1,6,0,19,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,13,0,0,0,0,0,0,212
1,6,0,25,58,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,3,13,0,0,0,0,0,0,208
1,6,0,31,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,3,13,0,0,0,0,0,0,210
1,6,0,37,58,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,3,13,0,0,0,0,0,0,210
1,6,0,43,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,1,0,0,5,0,0,0,0,1,0,3,13,0,0,0,0,0,0,210
1,6,0,50,57,0,0,0,1,0,2,1,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,3,13,0,0,0,0,0,0,212
1,6,0,56,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,3,13,0,0,0,0,0,0,211
1,6,0,2,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,3,13,0,0,0,0,0,0,208
1,6,0,8,58,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,2,3,13,0,0,0,0,0,0,214
1,6,0,15,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,3,13,0,0,0,0,0,0,210
1,6,0,21,58,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,3,13,0,0,0,0,0,0,210
1,6,0,27,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,3,13,0,0,0,0,0,0,211
1,6,0,33,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,0,1,1,0,3,13,0,0,0,0,0,0,208
1,6,0,39,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,3,13,0,0,0,0,0,0,207
1,6,0,46,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,3,13,0,0,0,0,0,0,215
1,6,0,52,58,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,3,13,0,0,0,0,0,0,207
1,6,0,58,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,2,3,13,0,0,0,0,0,0,210
1,6,0,4,58,0,0,0,0,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,2,3,13,0,0,0,0,0,0,212
1,6,0,10,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,2,3,13,0,0,0,0,0,0,212
1,6,0,17,58,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,3,13,0,0,0,0,0,0,208
1,6,0,23,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,3,13,0,0,0,0,0,0,211
1,6,0,29,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,3,13,0,0,0,0,0,0,216
1,6,0,35,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,1,3,13,0,0,0,0,0,0,211
1,6,0,0,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,1,3,13,0,0,0,0,0,0,214
1,6,0,6,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,1,3,13,0,0,0,0,0,0,212
1,6,0,12,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,1,0,0,4,0,0,0,0,1,1,3,13,0,0,0,0,0,0,213
1,6,0,18,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,1,3,13,0,0,0,0,0,0,213
1,6,0,24,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,1,3,13,0,0,0,0,0,0,213
1,6,0,31,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,1,3,13,0,0,0,0,0,0,212
1,6,0,37,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,1,0,0,5,0,0,0,0,1,1,3,13,0,0,0,0,0,0,213
1,6,0,43,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,3,13,0,0,0,0,0,0,215
1,6,0,49,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,3,13,0,0,0,0,0,0,214
1,6,0,56,56,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,3,13,0,0,0,0,0,0,213
1,6,0,2,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,1,3,13,0,0,0,0,0,0,211
1,6,0,8,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,3,13,0,0,0,0,0,0,208
1,6,0,26,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,3,13,0,0,0,0,0,0,211
1,6,0,32,58,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,3,13,0,0,0,0,0,0,211
1,6,0,39,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,3,13,0,0,0,0,0,0,210
1,6,0,45,58,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,1,3,13,0,0,0,0,0,0,211
1,6,0,51,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,1,0,0,5,0,0,0,0,1,1,3,13,0,0,0,0,0,0,211
1,6,0,57,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,1,3,13,0,0,0,0,0,0,212
1,6,0,3,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1,3,13,0,0,0,0,0,0,211
1,6,0,10,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,1,0,0,5,0,0,0,0,1,1,3,13,0,0,0,0,0,0,213
1,6,0,16,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,3,13,0,0,0,0,0,0,212
1,6,0,22,57,0,0,0,0,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,3,13,0,0,0,0,0,0,210
1,6,0,28,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,1,3,13,0,0,0,0,0,0,211
1,6,0,34,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1,3,13,0,0,0,0,0,0,210
1,6,0,40,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1,3,13,0,0,0,0,0,0,211
1,6,0,46,57,0,0,0,1,0,2,1,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1,3,13,0,0,0,0,0,0,246
1,6,0,53,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,1,3,12,0,0,0,0,0,0,237
1,6,0,59,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,1,3,13,0,0,0,0,0,0,240
1,6,0,5,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,13,0,0,0,0,0,0,229
1,6,0,11,96,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,3,13,0,0,0,0,0,0,227
1,6,0,17,81,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,4,0,0,25,0,1,1,3,13,0,0,0,0,0,0,226
1,6,0,23,81,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,45,0,1,1,3,13,0,0,0,0,0,0,226
1,6,0,30,77,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,1,0,0,4,0,0,46,0,1,1,3,13,0,0,0,0,0,0,226
1,6,0,36,73,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,45,0,1,1,3,13,0,0,0,0,0,0,228
1,6,0,42,73,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,45,1,1,0,3,13,0,0,0,0,0,0,228
1,6,0,48,72,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,45,0,1,1,3,13,0,0,0,0,0,0,228
1,6,0,54,73,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,45,1,1,1,3,13,0,0,0,0,0,0,228
1,6,0,1,72,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,46,1,1,1,3,13,0,0,0,0,0,0,228
1,6,0,7,73,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,46,1,1,1,3,13,0,0,0,0,0,0,226
1,6,0,13,74,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,45,0,1,1,3,13,0,0,0,0,0,0,225
1,6,0,19,73,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,45,1,1,1,3,13,0,0,0,0,0,0,225
1,6,0,26,72,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,46,1,1,1,3,13,0,0,0,0,0,0,222
1,6,0,32,74,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,45,0,1,0,3,13,0,0,0,0,0,0,223
1,6,0,38,72,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,45,0,1,0,3,13,0,0,0,0,0,0,223
1,6,0,44,73,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,45,1,1,0,3,13,0,0,0,0,0,0,236
1,6,0,50,74,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,45,0,1,0,3,13,0,0,0,0,0,0,261
1,6,0,57,78,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,45,0,1,0,3,13,0,0,0,0,0,0,261
1,6,0,3,63,0,0,0,0,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,45,0,0,0,3,13,0,0,0,0,0,0,260
1,6,0,9,64,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,45,0,0,0,3,13,0,0,0,0,0,0,261
1,6,0,15,63,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,4,0,0,45,0,1,0,3,13,0,0,0,0,0,0,259
1,6,0,21,63,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,45,0,1,0,3,13,0,0,0,0,0,0,251
1,6,0,28,58,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,4,0,0,45,0,1,0,3,13,0,0,0,0,0,0,252
1,6,0,34,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,45,0,1,2,3,13,1,0,0,0,0,0,251
1,6,0,40,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,45,0,1,0,3,13,0,0,0,0,0,0,251
1,6,0,46,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,45,0,1,0,3,13,0,0,0,0,0,0,252
1,6,0,52,58,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,46,0,1,0,3,13,0,0,0,0,0,0,257
1,6,0,59,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,45,0,1,0,3,13,0,0,0,0,0,0,257
1,6,0,5,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,45,0,1,0,3,13,0,0,0,0,0,0,250
1,6,0,11,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,46,1,1,0,3,13,0,0,0,0,0,0,251
1,6,0,17,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,4,0,0,45,0,2,0,3,13,0,0,0,0,0,0,253
1,6,0,23,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,45,0,2,0,3,13,0,0,0,0,0,0,276
1,6,0,29,57,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,4,0,0,45,0,2,0,3,13,0,0,0,0,0,0,282
1,6,0,35,86,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,4,0,0,45,0,2,0,3,13,0,0,0,0,0,0,281
1,6,0,42,83,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,45,0,2,0,3,13,0,0,0,0,0,0,273
1,6,0,48,77,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,45,0,2,0,3,13,0,0,0,0,0,0,270
1,6,0,54,74,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,44,0,2,0,3,13,0,0,0,0,0,0,267
1,6,0,0,73,0,0,0,1,0,2,2340,0,0,1,0,0,6,0,0,0,0,0,1,1,0,0,4,0,0,45,0,2,0,3,13,0,0,0,0,0,0,267
1,6,0,7,73,0,0,0,1,0,2,2321,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,44,0,2,0,3,13,0,0,0,0,0,0,270
1,6,0,13,72,0,0,0,1,0,2,2308,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,44,0,2,0,3,13,0,0,0,0,0,0,271
1,6,0,19,71,0,0,0,1,0,2,2333,0,17,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,45,1,2,0,3,13,0,0,0,0,0,0,270
1,6,0,31,72,0,0,0,1,0,2,2323,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,45,1,2,0,3,13,0,0,0,0,0,0,267
1,6,0,37,72,0,0,0,1,0,2,2314,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,45,0,2,0,3,14,0,0,0,0,0,0,254
1,6,0,44,72,0,0,0,1,0,2,2316,0,0,1,0,0,6,0,0,0,27,0,1,1,0,0,5,0,0,45,0,2,0,3,13,0,0,0,0,0,0,270
